taxonomic_genus_species	Habitat	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle
Procelsterna cerulea	Marine	2	Carnivore	Aquatic predator	Aerial
Rhodostethia rosea	Coastal	2	Carnivore	Aquatic predator	Aerial
Rissa brevirostris	Marine	2	Carnivore	Aquatic predator	Aerial
Rissa tridactyla	Marine	2	Carnivore	Aquatic predator	Aerial
Rynchops albicollis	Riverine	2	Carnivore	Aquatic predator	Aerial
Rynchops flavirostris	Wetland	2	Carnivore	Aquatic predator	Aerial
Rynchops niger	Riverine	2	Carnivore	Aquatic predator	Aerial
Sterna acuticauda	Riverine	2	Carnivore	Aquatic predator	Aerial
Sterna albifrons	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna albostriata	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna aleutica	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna anaethetus	Marine	2	Carnivore	Aquatic predator	Aerial
Sterna antillarum	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna aurantia	Riverine	2	Carnivore	Aquatic predator	Aerial
Sterna balaenarum	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna bengalensis	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna bergii	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna bernsteini	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna caspia	Wetland	3	Carnivore	Aquatic predator	Aerial
Sterna dougallii	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna elegans	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna forsteri	Wetland	3	Carnivore	Aquatic predator	Aerial
Sterna fuscata	Marine	2	Carnivore	Aquatic predator	Aerial
Sterna hirundinacea	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna hirundo	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna lorata	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna lunata	Marine	2	Carnivore	Aquatic predator	Aerial
Sterna maxima	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna nereis	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna nilotica	Coastal	3	Carnivore	Omnivore	Aerial
Sterna paradisaea	Coastal	3	Carnivore	Aquatic predator	Aerial
Sterna repressa	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna sandvicensis	Marine	3	Carnivore	Aquatic predator	Aerial
Sterna saundersi	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna striata	Coastal	2	Carnivore	Aquatic predator	Aerial
Sterna sumatrana	Marine	2	Carnivore	Aquatic predator	Aerial
Sterna superciliaris	Riverine	1	Carnivore	Aquatic predator	Aerial
Sterna trudeaui	Wetland	2	Carnivore	Aquatic predator	Aerial
Sterna virgata	Marine	2	Carnivore	Aquatic predator	Aerial
Sterna vittata	Marine	3	Carnivore	Aquatic predator	Aerial
Xema sabini	Marine	2	Carnivore	Aquatic predator	Generalist
Pedionomus torquatus	Grassland	1	Omnivore	Omnivore	Terrestrial
Cladorhynchus leucocephalus	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Himantopus himantopus	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Himantopus leucocephalus	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Himantopus mexicanus	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Himantopus novaezelandiae	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Recurvirostra americana	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Recurvirostra andina	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Recurvirostra avosetta	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Recurvirostra novaehollandiae	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Rostratula australis	Wetland	2	Omnivore	Aquatic predator	Terrestrial
Rostratula benghalensis	Wetland	2	Omnivore	Aquatic predator	Terrestrial
Rostratula semicollaris	Wetland	2	Omnivore	Aquatic predator	Terrestrial
Actitis hypoleucos	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Actitis macularius	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Aphriza virgata	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Arenaria interpres	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Arenaria melanocephala	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Bartramia longicauda	Grassland	3	Carnivore	Invertivore	Terrestrial
Calidris acuminata	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris alba	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Calidris alpina	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris bairdii	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris canutus	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Calidris ferruginea	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Calidris fuscicollis	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris himantopus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris maritima	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris mauri	Shrubland	3	Carnivore	Aquatic predator	Terrestrial
Calidris melanotos	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris minuta	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris minutilla	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris ptilocnemis	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris pusilla	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris ruficollis	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris subminuta	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Calidris temminckii	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Calidris tenuirostris	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Catoptrophorus semipalmatus	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Coenocorypha aucklandica	Grassland	1	Carnivore	Invertivore	Terrestrial
Coenocorypha pusilla	Forest	1	Carnivore	Invertivore	Terrestrial
Eurynorhynchus pygmeus	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Gallinago andina	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Gallinago gallinago	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Gallinago hardwickii	Human Modified	3	Carnivore	Aquatic predator	Terrestrial
Gallinago imperialis	Forest	1	Carnivore	Aquatic predator	Terrestrial
Gallinago jamesoni	Forest	1	Carnivore	Aquatic predator	Terrestrial
Gallinago macrodactyla	Wetland	1	Omnivore	Aquatic predator	Terrestrial
Gallinago media	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Gallinago megala	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Gallinago nemoricola	Forest	3	Carnivore	Aquatic predator	Terrestrial
Gallinago nigripennis	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Gallinago nobilis	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Gallinago paraguaiae	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Gallinago solitaria	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Gallinago stenura	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Gallinago stricklandii	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Gallinago undulata	Grassland	1	Carnivore	Aquatic predator	Terrestrial
Heteroscelus brevipes	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Heteroscelus incanus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limicola falcinellus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limnodromus griseus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limnodromus scolopaceus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limnodromus semipalmatus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limosa fedoa	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limosa haemastica	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limosa lapponica	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Limosa limosa	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Lymnocryptes minimus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Numenius americanus	Grassland	3	Carnivore	Omnivore	Terrestrial
Numenius arquata	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Numenius borealis	Grassland	3	Carnivore	Invertivore	Terrestrial
Numenius madagascariensis	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Numenius minutus	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Numenius phaeopus	Grassland	3	Carnivore	Omnivore	Terrestrial
Numenius tahitiensis	Grassland	3	Omnivore	Omnivore	Terrestrial
Numenius tenuirostris	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Phalaropus fulicarius	Marine	3	Carnivore	Aquatic predator	Terrestrial
Phalaropus lobatus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Philomachus pugnax	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Prosobonia cancellata	Coastal	1	Carnivore	Aquatic predator	Terrestrial
Scolopax bukidnonensis	Forest	1	Carnivore	Invertivore	Terrestrial
Scolopax celebensis	Forest	1	Carnivore	Aquatic predator	Terrestrial
Scolopax minor	Forest	3	Carnivore	Invertivore	Terrestrial
Scolopax mira	Forest	1	Carnivore	Invertivore	Terrestrial
Scolopax rochussenii	Forest	1	Carnivore	Invertivore	Terrestrial
Scolopax rosenbergii	Forest	1	Carnivore	Invertivore	Terrestrial
Scolopax rusticola	Forest	3	Carnivore	Omnivore	Terrestrial
Scolopax saturata	Forest	1	Carnivore	Invertivore	Terrestrial
Steganopus tricolor	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa erythropus	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Tringa flavipes	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa glareola	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa guttifer	Coastal	3	Carnivore	Aquatic predator	Terrestrial
Tringa melanoleuca	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa nebularia	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa ochropus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa solitaria	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa stagnatilis	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tringa totanus	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Tryngites subruficollis	Grassland	3	Carnivore	Omnivore	Terrestrial
Xenus cinereus	Grassland	3	Carnivore	Aquatic predator	Terrestrial
Catharacta antarctica	Marine	3	Carnivore	Aquatic predator	Aerial
Catharacta chilensis	Marine	3	Carnivore	Aquatic predator	Aerial
Catharacta lonnbergi	Marine	3	Carnivore	Aquatic predator	Aerial
Catharacta maccormicki	Marine	3	Carnivore	Aquatic predator	Aerial
Catharacta skua	Marine	3	Carnivore	Aquatic predator	Aerial
Stercorarius longicaudus	Marine	3	Carnivore	Aquatic predator	Aerial
Stercorarius parasiticus	Marine	3	Carnivore	Aquatic predator	Aerial
Stercorarius pomarinus	Marine	3	Carnivore	Aquatic predator	Aerial
Attagis gayi	Grassland	1	Herbivore	Herbivore terrestrial	Terrestrial
Attagis malouinus	Grassland	1	Herbivore	Herbivore terrestrial	Terrestrial
Thinocorus orbignyianus	Grassland	1	Herbivore	Herbivore terrestrial	Terrestrial
Thinocorus rumicivorus	Grassland	1	Herbivore	Herbivore terrestrial	Terrestrial
Ortyxelos meiffrenii	Grassland	2	Omnivore	Omnivore	Terrestrial
Turnix castanotus	Woodland	1	Omnivore	Omnivore	Terrestrial
Turnix everetti	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix hottentottus	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix maculosus	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix melanogaster	Forest	1	Carnivore	Invertivore	Terrestrial
Turnix nigricollis	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix ocellatus	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix olivii	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix pyrrhothorax	Grassland	1	Omnivore	Omnivore	Terrestrial
Turnix suscitator	Grassland	1	Herbivore	Omnivore	Terrestrial
Turnix sylvaticus	Shrubland	1	Omnivore	Omnivore	Terrestrial
Turnix tanki	Grassland	1	Herbivore	Granivore	Terrestrial
Turnix varius	Shrubland	1	Herbivore	Omnivore	Terrestrial
Turnix velox	Grassland	1	Herbivore	Granivore	Terrestrial
Turnix worcesteri	Grassland	1	Omnivore	Omnivore	Terrestrial
Anastomus lamelligerus	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Anastomus oscitans	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Ciconia abdimii	Grassland	1	Carnivore	Invertivore	Terrestrial
Ciconia boyciana	Wetland	3	Carnivore	Aquatic predator	Terrestrial
Ciconia ciconia	Grassland	3	Carnivore	Omnivore	Terrestrial
Ciconia episcopus	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Ciconia maguari	Grassland	2	Carnivore	Aquatic predator	Terrestrial
Ciconia nigra	Woodland	3	Carnivore	Aquatic predator	Terrestrial
Ciconia stormi	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Ephippiorhynchus asiaticus	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Ephippiorhynchus senegalensis	Wetland	1	Carnivore	Aquatic predator	Terrestrial
Jabiru mycteria	Grassland	1	Carnivore	Aquatic predator	Terrestrial
Leptoptilos crumeniferus	Grassland	1	Omnivore	Omnivore	Terrestrial
Leptoptilos dubius	Wetland	2	Carnivore	Omnivore	Terrestrial
Leptoptilos javanicus	Wetland	2	Carnivore	Omnivore	Terrestrial
Mycteria americana	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Mycteria cinerea	Coastal	2	Carnivore	Aquatic predator	Terrestrial
Mycteria ibis	Wetland	2	Carnivore	Omnivore	Terrestrial
Mycteria leucocephala	Wetland	2	Carnivore	Aquatic predator	Terrestrial
Colius castanotus	Woodland	1	Herbivore	Frugivore	Insessorial
Colius colius	Shrubland	1	Herbivore	Frugivore	Insessorial
Colius leucocephalus	Shrubland	1	Herbivore	Frugivore	Insessorial
Colius striatus	Shrubland	1	Herbivore	Frugivore	Insessorial
Urocolius indicus	Shrubland	1	Herbivore	Frugivore	Insessorial
Urocolius macrourus	Shrubland	1	Herbivore	Frugivore	Insessorial
Alectroenas madagascariensis	Forest	1	Herbivore	Frugivore	Insessorial
Alectroenas pulcherrima	Forest	1	Herbivore	Frugivore	Insessorial
Alectroenas sganzini	Forest	1	Herbivore	Frugivore	Insessorial
Aplopelia larvata	Forest	1	Herbivore	Granivore	Terrestrial
Caloenas nicobarica	Forest	2	Herbivore	Omnivore	Terrestrial
Chalcophaps indica	Forest	1	Herbivore	Omnivore	Generalist
Chalcophaps stephani	Forest	1	Herbivore	Omnivore	Generalist
Claravis godefrida	Forest	2	Herbivore	Granivore	Terrestrial
Claravis mondetoura	Forest	2	Herbivore	Granivore	Terrestrial
Claravis pretiosa	Forest	2	Herbivore	Granivore	Generalist
Columba albinucha	Forest	1	Herbivore	Frugivore	Insessorial
Columba albitorques	Grassland	1	Herbivore	Granivore	Terrestrial
Columba argentina	Woodland	2	Herbivore	Frugivore	Insessorial
Columba arquatrix	Forest	1	Herbivore	Frugivore	Insessorial
Columba bollii	Forest	1	Herbivore	Frugivore	Insessorial
Columba delegorguei	Forest	1	Herbivore	Frugivore	Insessorial
Columba elphinstonii	Forest	1	Herbivore	Frugivore	Insessorial
Columba eversmanni	Desert	3	Herbivore	Granivore	Terrestrial
Columba guinea	Shrubland	1	Herbivore	Granivore	Terrestrial
Columba hodgsonii	Forest	1	Herbivore	Frugivore	Insessorial
Columba iriditorques	Forest	1	Herbivore	Frugivore	Insessorial
Columba janthina	Forest	1	Herbivore	Granivore	Insessorial
Columba junoniae	Forest	1	Herbivore	Frugivore	Insessorial
Columba leucomela	Forest	1	Herbivore	Omnivore	Insessorial
Columba leuconota	Rock	1	Herbivore	Granivore	Terrestrial
Columba livia	Human Modified	1	Herbivore	Granivore	Terrestrial
Columba malherbii	Forest	1	Herbivore	Frugivore	Insessorial
Columba oenas	Woodland	1	Herbivore	Omnivore	Terrestrial
Columba oliviae	Grassland	1	Herbivore	Granivore	Terrestrial
Columba pallidiceps	Forest	1	Herbivore	Omnivore	Insessorial
Columba palumboides	Forest	1	Herbivore	Frugivore	Insessorial
Columba palumbus	Woodland	1	Herbivore	Omnivore	Terrestrial
Columba pollenii	Forest	1	Herbivore	Frugivore	Insessorial
Columba pulchricollis	Forest	1	Herbivore	Frugivore	Insessorial
Columba punicea	Forest	1	Herbivore	Frugivore	Terrestrial
Columba rupestris	Rock	1	Herbivore	Granivore	Terrestrial
Columba sjostedti	Forest	1	Herbivore	Frugivore	Insessorial
Columba thomensis	Forest	1	Herbivore	Frugivore	Insessorial
Columba torringtoniae	Forest	1	Herbivore	Frugivore	Insessorial
Columba trocaz	Forest	1	Herbivore	Frugivore	Generalist
Columba unicincta	Forest	1	Herbivore	Frugivore	Insessorial
Columba vitiensis	Forest	1	Herbivore	Omnivore	Insessorial
Columbina buckleyi	Woodland	1	Herbivore	Granivore	Terrestrial
Columbina cruziana	Human Modified	1	Herbivore	Granivore	Terrestrial
Columbina cyanopis	Grassland	1	Herbivore	Granivore	Terrestrial
Columbina inca	Human Modified	1	Herbivore	Granivore	Terrestrial
Columbina minuta	Shrubland	1	Herbivore	Granivore	Terrestrial
Columbina passerina	Shrubland	1	Herbivore	Omnivore	Terrestrial
Columbina picui	Human Modified	3	Herbivore	Granivore	Terrestrial
Columbina squammata	Human Modified	1	Herbivore	Granivore	Terrestrial
Columbina talpacoti	Human Modified	2	Herbivore	Granivore	Terrestrial
Cryptophaps poecilorrhoa	Forest	1	Herbivore	Frugivore	Insessorial
Didunculus strigirostris	Forest	1	Herbivore	Frugivore	Insessorial
Drepanoptila holosericea	Forest	1	Herbivore	Frugivore	Insessorial
Ducula aenea	Forest	1	Herbivore	Frugivore	Insessorial
Ducula aurorae	Forest	1	Herbivore	Frugivore	Insessorial
Ducula badia	Forest	1	Herbivore	Frugivore	Insessorial
Ducula bakeri	Forest	1	Herbivore	Frugivore	Insessorial
Ducula basilica	Forest	1	Herbivore	Frugivore	Insessorial
Ducula bicolor	Forest	2	Herbivore	Frugivore	Insessorial
Ducula brenchleyi	Forest	1	Herbivore	Frugivore	Insessorial
Ducula carola	Forest	1	Herbivore	Frugivore	Insessorial
Ducula chalconota	Forest	1	Herbivore	Frugivore	Insessorial
Ducula cineracea	Forest	1	Herbivore	Frugivore	Insessorial
Ducula concinna	Forest	1	Herbivore	Frugivore	Insessorial
Ducula finschii	Forest	1	Herbivore	Frugivore	Insessorial
Ducula forsteni	Forest	1	Herbivore	Frugivore	Insessorial
Ducula galeata	Forest	1	Herbivore	Frugivore	Insessorial
Ducula goliath	Forest	1	Herbivore	Frugivore	Insessorial
Ducula lacernulata	Forest	1	Herbivore	Frugivore	Insessorial
Ducula latrans	Forest	1	Herbivore	Frugivore	Insessorial
Ducula luctuosa	Woodland	1	Herbivore	Frugivore	Insessorial
Ducula melanochroa	Forest	1	Herbivore	Frugivore	Insessorial
Ducula mindorensis	Forest	1	Herbivore	Frugivore	Insessorial
Ducula mullerii	Forest	1	Herbivore	Frugivore	Insessorial
Ducula myristicivora	Forest	1	Herbivore	Frugivore	Insessorial
Ducula oceanica	Forest	1	Herbivore	Frugivore	Insessorial
Ducula pacifica	Forest	1	Herbivore	Frugivore	Insessorial
Ducula perspicillata	Forest	1	Herbivore	Frugivore	Insessorial
Ducula pickeringii	Forest	2	Herbivore	Frugivore	Insessorial
Ducula pinon	Forest	1	Herbivore	Frugivore	Insessorial
Ducula pistrinaria	Forest	1	Herbivore	Frugivore	Insessorial
Ducula poliocephala	Forest	1	Herbivore	Frugivore	Insessorial
Ducula radiata	Forest	1	Herbivore	Frugivore	Insessorial
Ducula rosacea	Forest	1	Herbivore	Frugivore	Insessorial
Ducula rubricera	Forest	1	Herbivore	Frugivore	Insessorial
Ducula rufigaster	Forest	1	Herbivore	Frugivore	Insessorial
Ducula spilorrhoa	Forest	1	Herbivore	Frugivore	Insessorial
Ducula subflavescens	Forest	1	Herbivore	Frugivore	Insessorial
Ducula whartoni	Forest	1	Herbivore	Frugivore	Insessorial
Ducula zoeae	Forest	1	Herbivore	Frugivore	Insessorial
Gallicolumba beccarii	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba canifrons	Forest	1	Herbivore	Granivore	Terrestrial
Gallicolumba crinigera	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba erythroptera	Woodland	1	Herbivore	Granivore	Terrestrial
Gallicolumba hoedtii	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba jobiensis	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba keayi	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba kubaryi	Forest	1	Omnivore	Omnivore	Terrestrial
Gallicolumba luzonica	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba menagei	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba platenae	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba rubescens	Shrubland	1	Herbivore	Granivore	Insessorial
Gallicolumba rufigula	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba sanctaecrucis	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba stairi	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba tristigmata	Forest	1	Herbivore	Omnivore	Terrestrial
Gallicolumba xanthonura	Forest	1	Herbivore	Frugivore	Insessorial
Geopelia cuneata	Grassland	1	Herbivore	Granivore	Terrestrial
Geopelia humeralis	Woodland	1	Herbivore	Granivore	Terrestrial
Geopelia maugeus	Woodland	1	Herbivore	Granivore	Terrestrial
Geopelia placida	Woodland	1	Herbivore	Granivore	Terrestrial
Geopelia striata	Woodland	1	Herbivore	Granivore	Terrestrial
